접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고시군구명
2025,11230,동대문구,10200,용두동,1,대지,779,0,신동아,20251231,94000,84.63,0,6,,,1994,아파트,중개거래,서울 동대문구
2025,11230,동대문구,10800,회기동,1,대지,65,0,신현대,20251231,69000,60.48,0,1,,,1989,아파트,중개거래,서울 동대문구
2025,11320,도봉구,10500,쌍문동,1,대지,103,69,쌍문리버뷰,20251231,41000,45.88,0,6,,,2019,아파트,중개거래,서울 도봉구
2025,11740,강동구,10700,암사동,1,대지,509,0,선사현대아파트,20251231,129700,58.68,0,7,,,2000,아파트,중개거래,"경기 남양주시, 서울 강동구"
2025,11470,양천구,10200,목동,1,대지,523,17,세교예지안3차,20251231,59000,35.06,28,3,,,2015,연립다세대,중개거래,서울 양천구
2025,11710,송파구,11300,거여동,1,대지,697,0,송파시그니처롯데캐슬,20251231,174500,59.98,0,23,,,2021,아파트,중개거래,서울 송파구
2025,11320,도봉구,10600,방학동,1,대지,271,1,신동아아파트1,20251231,68000,112.49,0,7,,,1986,아파트,중개거래,서울 도봉구
2025,11560,영등포구,13200,신길동,1,대지,4964,0,신길센트럴자이아파트,20251231,167000,59.98,0,24,,,2021,아파트,중개거래,서울 영등포구
2025,11560,영등포구,13200,신길동,1,대지,4967,0,신길파크자이,20251231,170000,84.99,0,1,,,2022,아파트,중개거래,서울 영등포구
2025,11410,서대문구,11200,대현동,1,대지,104,5,신촌푸르지오시티,20251231,23000,26.822,37.131,4,,,2014,오피스텔,중개거래,서울 서대문구
2025,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,20251231,59800,59.76,0,8,,,1996,아파트,중개거래,서울 중랑구
2025,11590,동작구,10100,노량진동,1,대지,325,0,신동아리버파크,20251231,144000,84.88,0,3,,,2001,아파트,중개거래,서울 동작구
2025,11710,송파구,11300,거여동,1,대지,697,0,송파시그니처롯데캐슬,20251231,199000,84.98,0,13,,,2021,아파트,중개거래,서울 송파구
2025,11530,구로구,10100,신도림동,1,대지,435,10,신도림3차푸르지오,20251231,86800,99.84,127.32,12,,,2007,오피스텔,중개거래,서울 구로구
2025,11470,양천구,10100,신정동,1,대지,1259,0,신트리1,20251231,75500,49.95,0,12,,,1999,아파트,중개거래,서울 양천구
2025,11305,강북구,10100,미아동,1,대지,813,0,래미안트리베라1단지,20251231,90000,84.97,0,6,,,2010,아파트,중개거래,"서울 강북구, 서울 성북구"
2025,11560,영등포구,11200,당산동2가,1,대지,164,0,당산2가현대홈타운,20251231,152000,82.77,0,18,,,1994,아파트,중개거래,서울 영등포구
2025,11230,동대문구,11000,이문동,1,대지,429,0,대성유니드아파트,20251231,80000,84.97,0,5,,,2012,아파트,중개거래,서울 동대문구
2025,11350,노원구,10500,상계동,1,대지,1078,0,현대2차,20251231,54000,82.68,0,10,,,1993,아파트,중개거래,서울 노원구
2025,11290,성북구,13600,하월곡동,1,대지,228,0,꿈의숲푸르지오,20251231,80000,59.65,0,8,,,2010,아파트,중개거래,서울 성북구
2025,11230,동대문구,10500,답십리동,1,대지,41,0,동서울한양,20251231,63500,76.41,0,2,,,1989,아파트,중개거래,서울 동대문구
2025,11230,동대문구,10500,답십리동,1,대지,41,0,동서울한양,20251231,56000,59.67,0,2,,,1989,아파트,중개거래,서울 동대문구
2025,11200,성동구,11300,옥수동,1,대지,561,0,래미안 옥수 리버젠,20251231,224000,59.98,0,3,,,2012,아파트,중개거래,서울 성동구
2025,11320,도봉구,10700,창동,1,대지,26,0,동아,20251231,70000,89.45,0,3,,,1988,아파트,직거래,
2025,11560,영등포구,13200,신길동,1,대지,4945,0,래미안영등포프레비뉴,20251231,162800,84.98,0,3,,,2015,아파트,중개거래,서울 영등포구
2025,11470,양천구,10100,신정동,1,대지,1327,0,호반써밋목동,20251231,134000,59.918,0,9,,,2022,아파트,중개거래,"서울 강남구, 서울 양천구"
2025,11290,성북구,13800,장위동,1,대지,320,0,래미안장위퍼스트하이,20251231,110000,59.99,0,13,,,2020,아파트,중개거래,서울 성북구
2025,11530,구로구,10600,고척동,1,대지,327,0,동아한신,20251231,58000,59.9,0,3,,,2000,아파트,중개거래,서울 구로구
2025,11530,구로구,10100,신도림동,1,대지,642,0,대림1,20251231,102500,59.88,0,1,,,1999,아파트,중개거래,서울 구로구
2025,11710,송파구,11200,오금동,1,대지,2,0,대림,20251231,250000,125.79,0,8,,,1988,아파트,중개거래,"서울 동대문구, 서울 송파구"
2025,11590,동작구,10200,상도동,1,대지,531,0,힐스테이트 상도 센트럴파크,20251231,183500,84.795,0,11,,,2012,아파트,중개거래,"경기 안양시 동안구, 서울 동작구"
2025,11350,노원구,10600,중계동,1,대지,593,0,삼성,20251231,83000,114.49,0,1,,,1999,아파트,중개거래,서울 노원구
2025,11590,동작구,10900,신대방동,1,대지,709,0,벽산,20251231,73000,59.76,0,4,,,1997,아파트,중개거래,서울 동작구
2025,11530,구로구,10200,구로동,1,대지,256,1,삼성래미안,20251231,81500,58.136,0,7,,,2004,아파트,중개거래,서울 구로구
2025,11590,동작구,10900,신대방동,1,대지,711,0,보라매파크빌,20251231,115500,84.59,0,1,,,2002,아파트,중개거래,서울 동작구
2025,11350,노원구,10400,하계동,1,대지,273,0,장미(시영6),20251231,71500,59.46,0,13,,20260316,1989,아파트,중개거래,서울 노원구
2025,11470,양천구,10100,신정동,1,대지,337,0,목동우성2,20251231,122800,113.91,0,16,,,2000,아파트,중개거래,서울 양천구
2025,11560,영등포구,12100,문래동3가,1,대지,77,2,문래공원한신,20251231,118000,58.96,0,14,,,1988,아파트,중개거래,서울 영등포구
2025,11440,마포구,12300,망원동,1,대지,516,0,망원동동원데쟈뷰,20251231,85000,84.85,0,4,,,2008,아파트,중개거래,서울 마포구
2025,11470,양천구,10100,신정동,1,대지,314,0,목동신시가지8,20251231,223000,71.77,0,10,,,1987,아파트,중개거래,서울 양천구
2025,11350,노원구,10500,상계동,1,대지,173,1,벽산,20251231,55500,75.03,0,4,,,1989,아파트,중개거래,서울 노원구
2025,11350,노원구,10400,하계동,1,대지,271,3,벽산,20251231,59800,57.71,0,11,,,1988,아파트,중개거래,서울 노원구
2025,11620,관악구,10200,신림동,1,대지,98,357,천년캐슬(98-357),20251231,23000,19.01,16,3,,,2017,연립다세대,중개거래,"서울 관악구, 서울 서초구"
2025,11350,노원구,10300,공릉동,1,대지,106,0,공릉해링턴플레이스,20251231,86000,99.917,0,10,,,2000,아파트,중개거래,서울 노원구
2025,11440,마포구,11200,현석동,1,대지,222,0,강변힐스테이트,20251231,158000,59.78,0,13,,,2004,아파트,중개거래,서울 마포구
2025,11620,관악구,10200,신림동,1,대지,1735,0,관악산휴먼시아2단지,20251231,70000,84.98,0,9,,,2008,아파트,중개거래,서울 관악구
2025,11710,송파구,10700,가락동,1,대지,95,1,가락금호아파트,20251231,175000,59.91,0,20,,,1997,아파트,중개거래,서울 송파구
2025,11350,노원구,10200,월계동,1,대지,18,0,한진한화그랑빌,20251231,92900,84.97,0,7,,,2002,아파트,중개거래,서울 노원구
2025,11500,강서구,10100,염창동,1,대지,246,23,극동,20251231,98000,85,0,19,,,2000,아파트,중개거래,서울 강서구
2025,11710,송파구,10400,송파동,1,대지,170,0,SK,20251231,150000,83.8,0,6,,,2001,아파트,중개거래,"서울 동대문구, 서울 송파구"
2025,11260,중랑구,10500,망우동,1,대지,580,0,금호어울림(580),20251231,60000,59.96,0,8,,,2006,아파트,중개거래,서울 중랑구
2025,11290,성북구,13400,길음동,1,대지,1281,0,길음뉴타운4단지(e편한세상),20251231,113000,84.64,0,3,,,2005,아파트,중개거래,"서울 성북구, 서울 종로구"
2025,11350,노원구,10600,중계동,1,대지,362,1,주공8,20251231,57500,49.72,0,9,,,1993,아파트,중개거래,서울 노원구
2025,11680,강남구,10400,청담동,1,대지,34,13,청담스위트,20251231,18500,12.449,0,2,,,2015,아파트,중개거래,서울 강남구
2025,11710,송파구,10800,문정동,1,대지,652,1,프라비다옥토,20251231,17050,19.74,29.29,7,,,2016,오피스텔,직거래,
2025,11350,노원구,10400,하계동,1,대지,271,3,건영,20251231,42000,45.55,0,3,,,1988,아파트,중개거래,서울 노원구
2025,11410,서대문구,11900,북가좌동,1,대지,431,0,DMC한양,20251231,74000,65.34,0,13,,,1987,아파트,중개거래,서울 서대문구
2025,11380,은평구,10100,수색동,1,대지,419,0,DMCSK뷰아이파크포레,20251231,108000,59.96,0,13,,,2025,아파트,중개거래,서울 은평구
2025,11380,은평구,10100,수색동,1,대지,419,0,DMCSK뷰아이파크포레,20251231,105800,59.96,0,2,,,2025,아파트,중개거래,서울 은평구
2025,11440,마포구,11200,현석동,1,대지,222,0,강변힐스테이트,20251231,200000,114.99,0,7,,,2004,아파트,중개거래,서울 마포구
2025,11200,성동구,10500,마장동,1,대지,818,0,현대,20251231,118000,84.91,0,12,,,1998,아파트,중개거래,서울 성동구
2025,11305,강북구,10300,수유동,1,대지,518,142,(518-142),20251231,7500,27.15,18,1,,,2005,연립다세대,중개거래,서울 구로구
2025,11470,양천구,10300,신월동,1,대지,201,2,한린주택,20251231,8500,39.89,20,-1,,,1992,연립다세대,직거래,
2025,11320,도봉구,10500,쌍문동,1,대지,59,0,한양2,20251231,24000,35.1,0,12,,,1988,아파트,중개거래,서울 도봉구
2025,11260,중랑구,10200,상봉동,1,대지,81,5,한일써너스빌,20251231,90000,84.642,0,10,,,2003,아파트,중개거래,"서울 동대문구, 서울 중랑구"
2025,11590,동작구,10900,신대방동,1,대지,710,0,경남교수,20251231,127500,113.93,0,6,,,2001,아파트,중개거래,서울 동작구
2025,11200,성동구,10700,행당동,1,대지,304,21,행당리치빌,20251231,70000,36.65,19,4,,,2015,연립다세대,중개거래,"경기 하남시, 서울 성동구"
2025,11200,성동구,10700,행당동,1,대지,346,0,행당한진타운,20251231,165000,59.96,0,12,,,2000,아파트,중개거래,서울 성동구
2025,11710,송파구,10800,문정동,1,대지,618,0,파크하비오,20251231,18000,24.58,31.06,10,,,null,오피스텔,중개거래,서울 송파구
2025,11530,구로구,10200,구로동,1,대지,1277,0,우리유앤미,20251231,63500,84.54,0,5,,,2004,아파트,중개거래,서울 구로구
2025,11230,동대문구,10600,장안동,1,대지,336,0,장안현대홈타운(336),20251231,123000,112.78,0,20,,,2003,아파트,중개거래,서울 동대문구
2025,11350,노원구,10400,하계동,1,대지,273,0,장미(시영6),20251231,71500,59.46,0,13,,,1989,아파트,중개거래,서울 노원구
2025,11290,성북구,13600,하월곡동,1,대지,222,0,월곡두산위브,20251231,82500,84.766,0,2,,,2003,아파트,중개거래,서울 성북구
2025,11710,송파구,10300,풍납동,1,대지,514,0,잠실올림픽공원아이파크,20251231,225000,84.99,0,7,,,2019,아파트,중개거래,"서울 송파구, 서울 양천구"
2025,11380,은평구,11400,진관동,1,대지,62,0,은평스카이뷰자이,20251231,100000,84.336,0,11,,,2019,아파트,직거래,
2025,11200,성동구,10200,하왕십리동,1,대지,1002,0,왕십리KCC스위첸,20251231,137500,64.236,0,8,,,2016,아파트,중개거래,서울 성동구
2025,11590,동작구,10400,본동,1,대지,482,0,유원강변,20251231,147000,84.63,0,24,,,2000,아파트,중개거래,경기 과천시
2025,11710,송파구,10600,삼전동,1,대지,123,7,예은빌라(123-7),20251231,23000,31.82,14,3,,,1993,연립다세대,직거래,
2025,11200,성동구,10200,하왕십리동,1,대지,1061,0,왕십리풍림아이원,20251231,145000,59.936,0,5,,,2004,아파트,중개거래,서울 성동구
2025,11290,성북구,13300,정릉동,1,대지,1017,0,쌍용2,20251231,60000,59.9,0,14,,,1999,아파트,중개거래,서울 성북구
2025,11305,강북구,10100,미아동,1,대지,1379,0,한화포레나미아,20251230,69300,53.985,0,7,분양권,,0,아파트,중개거래,서울 강북구
2025,11230,동대문구,10500,답십리동,1,대지,530,17,한성아펠시티,20251230,17800,22.14,31.98,2,,,2019,오피스텔,중개거래,서울 동대문구
2025,11530,구로구,10700,개봉동,1,대지,476,0,한마을,20251230,68500,59.57,0,1,,,1999,아파트,중개거래,서울 구로구
2025,11215,광진구,10500,자양동,1,대지,643,8,해피리버빌,20251230,93100,76.24,42,4,,,2008,연립다세대,중개거래,서울 광진구
2025,11260,중랑구,10100,면목동,1,대지,1502,0,현대,20251230,73000,84.81,0,4,,,1994,아파트,중개거래,서울 강동구
2025,11530,구로구,10700,개봉동,1,대지,481,0,현대,20251230,88300,84.96,0,19,,,2001,아파트,중개거래,"서울 강남구, 서울 구로구"
2025,11110,종로구,18700,무악동,1,대지,82,0,현대,20251230,145480,84.92,0,18,,,2000,아파트,중개거래,서울 종로구
2025,11560,영등포구,11400,당산동4가,1,대지,29,0,한강아파트,20251230,136000,84.98,0,13,,,1999,아파트,중개거래,서울 영등포구
2025,11350,노원구,10200,월계동,1,대지,929,0,현대,20251230,73700,59.95,0,10,,,2000,아파트,중개거래,"서울 노원구, 서울 도봉구"
2025,11380,은평구,10900,신사동,1,대지,355,0,현대2,20251230,55500,84.83,0,14,,,1994,아파트,중개거래,서울 은평구
2025,11560,영등포구,12400,문래동6가,1,대지,55,1,현대6차,20251230,71700,50.55,0,11,,,1997,아파트,중개거래,서울 영등포구
2025,11350,노원구,10400,하계동,1,대지,288,0,하계2현대,20251230,85000,84.51,0,12,,,1997,아파트,중개거래,서울 노원구
2025,11710,송파구,11300,거여동,1,대지,290,0,거여1단지,20251230,95000,49.8,0,12,,,1997,아파트,중개거래,서울 송파구
2025,11650,서초구,10700,반포동,1,대지,107,26,풀하우스,20251230,44700,97.22,53,4,,,2002,연립다세대,직거래,
2025,11710,송파구,10800,문정동,1,대지,618,0,파크하비오,20251230,46800,48.93,62.01,12,,,null,오피스텔,중개거래,"서울 서대문구, 서울 송파구"
2025,11590,동작구,10200,상도동,1,대지,531,0,힐스테이트 상도 센트럴파크,20251230,182000,84.609,0,5,,,2012,아파트,중개거래,서울 동작구
2025,11710,송파구,11300,거여동,1,대지,293,0,거여4단지,20251230,105000,49.8,0,10,,,1997,아파트,중개거래,서울 송파구
2025,11200,성동구,11200,금호동4가,1,대지,800,0,대우,20251230,188000,84.71,0,8,,,2001,아파트,중개거래,서울 성동구
2025,11590,동작구,10200,상도동,1,대지,531,0,힐스테이트 상도 센트럴파크,20251230,194000,118.175,0,10,,,2012,아파트,중개거래,서울 동작구
2025,11200,성동구,11200,금호동4가,1,대지,1553,0,힐스테이트서울숲리버,20251230,145500,59.98,0,15,,,2018,아파트,직거래,
2025,11290,성북구,13300,정릉동,1,대지,1021,0,대우,20251230,62500,84.83,0,2,,,2001,아파트,중개거래,서울 성북구
2025,11560,영등포구,13200,신길동,,,,,,20251230,130000,212.76,162,,,,1987,단독다가구,중개거래,서울 영등포구
2025,11440,마포구,12200,합정동,1,대지,440,19,대명풀하우스A,20251230,40800,28.52,16,2,,,2015,연립다세대,중개거래,서울 마포구
2025,11500,강서구,10800,공항동,,,,,,20251230,70000,255.59,174,,,,1994,단독다가구,직거래,
2025,11530,구로구,10100,신도림동,1,대지,642,0,대림1,20251230,131000,101.48,0,25,,,1999,아파트,중개거래,서울 구로구
2025,11560,영등포구,11500,당산동5가,1,대지,9,3,당산역해링턴타워,20251230,20000,23.92,33.23,3,,,2015,오피스텔,중개거래,서울 영등포구
2025,11230,동대문구,10300,제기동,1,대지,1212,0,한신아파트,20251230,93000,59.84,0,22,,,2004,아파트,중개거래,서울 동대문구
2025,11140,중구,16500,황학동,1,대지,787,0,한양I-Class,20251230,12700,16.37,0,15,,,2013,아파트,중개거래,서울 중구
2025,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20251230,57000,84.94,0,4,,,1995,아파트,중개거래,서울 도봉구
2025,11200,성동구,11800,송정동,1,대지,90,0,건영,20251230,102000,84.945,0,12,,,2000,아파트,중개거래,서울 성동구
2025,11560,영등포구,11500,당산동5가,1,대지,9,3,당산역해링턴타워,20251230,20000,23.92,33.23,3,,,2015,오피스텔,중개거래,서울 영등포구
2025,11350,노원구,10600,중계동,1,대지,505,0,경남,20251230,90000,84.97,0,8,,,1989,아파트,중개거래,서울 노원구
2025,11590,동작구,10700,사당동,1,대지,316,107,한울빌라,20251230,40000,67.24,27,3,,,2004,연립다세대,직거래,
2025,11710,송파구,10700,가락동,1,대지,183,1,가락아트빌라(6차),20251230,28000,50.76,38,1,,,1990,연립다세대,중개거래,서울 송파구
2025,11500,강서구,10400,가양동,1,대지,1485,0,가양6단지,20251230,102000,58.65,0,2,,,1992,아파트,중개거래,서울 강서구
2025,11740,강동구,10300,상일동,1,대지,519,0,고덕아르테온,20251230,210000,84.97,0,8,,,2020,아파트,중개거래,서울 강동구
2025,11500,강서구,10100,염창동,1,대지,240,1,강변월드메르디앙,20251230,120000,84.91,0,10,,,2010,아파트,중개거래,서울 강서구
2025,11560,영등포구,10700,영등포동6가,1,대지,97,0,골든빌,20251230,31500,29.22,16,4,,,2018,연립다세대,중개거래,서울 영등포구
2025,11500,강서구,10100,염창동,1,대지,299,0,강변힐스테이트,20251230,129000,84.99,0,11,,,2005,아파트,중개거래,서울 강서구
2025,11545,금천구,10300,시흥동,1,대지,1013,0,관악산벽산타운5,20251230,42000,59.34,0,15,,,2004,아파트,중개거래,서울 금천구
2025,11620,관악구,10100,봉천동,1,대지,1717,0,관악푸르지오,20251230,91500,59.58,0,3,,,2004,아파트,중개거래,서울 관악구
2025,11530,구로구,10200,구로동,1,대지,611,26,구로동복합건물OPUS1,20251230,14900,31.2,40.59,4,,,2004,오피스텔,중개거래,서울 구로구
2025,11440,마포구,12200,합정동,1,대지,447,8,국도맨션,20251230,93200,77.2,56,1,,,1981,연립다세대,직거래,
2025,11545,금천구,10200,독산동,1,대지,1156,0,금천 롯데캐슬 골드파크 4차,20251230,17800,24.21,38.1,35,,,2019,오피스텔,중개거래,서울 금천구
2025,11260,중랑구,10400,묵동,1,대지,180,1,다복쉐르빌,20251230,30000,71.7,32,3,,,2002,연립다세대,중개거래,서울 동대문구
2025,11545,금천구,10200,독산동,1,대지,1155,0,금천롯데캐슬골드파크3차,20251230,94500,59.966,0,41,,,2018,아파트,중개거래,서울 금천구
2025,11305,강북구,10100,미아동,1,대지,1369,0,꿈의숲해링턴플레이스,20251230,95000,84.67,0,7,,,2019,아파트,중개거래,서울 강북구
2025,11290,성북구,13400,길음동,1,대지,1283,0,길음뉴타운6단지(래미안),20251230,120000,59.373,0,12,,,2007,아파트,중개거래,서울 성북구
2025,11290,성북구,13400,길음동,1,대지,1280,0,길음뉴타운2단지푸르지오,20251230,83000,59.99,0,5,,,2005,아파트,중개거래,서울 성북구
2025,11350,노원구,10600,중계동,1,대지,598,0,한화꿈에그린,20251230,83000,84.902,0,4,,,2005,아파트,중개거래,서울 노원구
2025,11740,강동구,10700,암사동,1,대지,496,21,한솔아트빌,20251230,22000,40.83,27,5,,,2008,연립다세대,직거래,
2025,11320,도봉구,10600,방학동,1,대지,271,1,신동아아파트1,20251230,34500,53.16,0,3,,,1986,아파트,중개거래,서울 도봉구
2025,11710,송파구,10300,풍납동,1,대지,510,0,신성노바빌아파트,20251230,125000,84.96,0,5,,,2000,아파트,중개거래,"서울 강동구, 서울 송파구"
2025,11380,은평구,10800,역촌동,1,대지,85,12,센타폴리스,20251230,104000,136.83,0,6,,,2004,아파트,중개거래,서울 은평구
2025,11410,서대문구,11700,연희동,1,대지,740,0,성원,20251230,68000,59.61,0,3,,,2001,아파트,중개거래,서울 서대문구
2025,11230,동대문구,10600,장안동,1,대지,567,0,신일해피트리2차(567),20251230,68500,79.51,0,3,,,2005,아파트,중개거래,서울 동대문구
2025,11710,송파구,10900,장지동,1,대지,843,0,송파파인타운9단지,20251230,163000,59.95,0,13,,,2007,아파트,중개거래,"경기 성남시 중원구, 서울 송파구"
2025,11440,마포구,12000,서교동,1,대지,469,66,애플하우스,20251230,39000,35.96,26,3,,,2013,연립다세대,중개거래,서울 마포구
2025,11530,구로구,10200,구로동,1,대지,97,2,순영웰라이빌2차,20251230,49000,64.45,0,22,,20260102,2005,아파트,중개거래,서울 구로구
2025,11620,관악구,10200,신림동,1,대지,87,93,"어반팰리스(103동,105동)",20251230,36000,29.73,18,5,,,2017,연립다세대,중개거래,서울 관악구
2025,11560,영등포구,11800,도림동,1,대지,57,0,영광빌라,20251230,49500,20.1,21,2,,,2021,연립다세대,중개거래,서울 영등포구
2025,11590,동작구,10100,노량진동,1,대지,226,10,영신파크빌,20251230,205000,60.93,35,2,,,2002,연립다세대,중개거래,서울 동작구
2025,11200,성동구,10200,하왕십리동,1,대지,1070,0,센트라스,20251230,201000,59.94,0,6,,,2016,아파트,중개거래,"서울 성동구, 서울 중구"
2025,11710,송파구,10600,삼전동,1,대지,69,14,성호빌(69-14),20251230,56000,56.26,20,4,,,2003,연립다세대,중개거래,서울 송파구
2025,11650,서초구,10800,서초동,1,대지,1487,29,신성아트빌라,20251230,57000,132.53,78,1,,20260102,1990,연립다세대,직거래,
2025,11260,중랑구,10300,중화동,1,대지,299,102,세종에코그린(299-102),20251230,37000,43.02,29,3,,,2017,연립다세대,중개거래,서울 중랑구
2025,11560,영등포구,10200,영등포동1가,1,대지,75,4,스테이72여의도,20251230,13500,12.21,0,4,,,2013,아파트,직거래,
2025,11290,성북구,13600,하월곡동,1,대지,88,64,성북힐스테이트(101동),20251230,91500,101.97,0,5,,,2007,아파트,중개거래,서울 성북구
2025,11740,강동구,10900,천호동,1,대지,451,20,오피스텔 트레벨,20251230,13800,28.43,38.74,5,,,2003,오피스텔,중개거래,서울 강동구
2025,11710,송파구,10800,문정동,1,대지,624,0,송파 아이파크,20251230,22500,25.87,37.07,11,,,2015,오피스텔,중개거래,서울 송파구
2025,11710,송파구,10800,문정동,1,대지,150,0,올림픽훼밀리타운,20251230,268000,84.705,0,13,,,1988,아파트,중개거래,"서울 서초구, 서울 송파구"
2025,11380,은평구,10700,응암동,1,대지,111,1,송원하이본,20251230,12500,35.62,45.42,7,,,2003,오피스텔,중개거래,서울 은평구
2025,11230,동대문구,10200,용두동,1,대지,791,0,용두두산위브,20251230,135000,105.6,0,19,,,2009,아파트,중개거래,서울 동대문구
2025,11170,용산구,12500,한강로2가,1,대지,420,0,용산푸르지오써밋,20251230,45000,26.696,41.8674,21,,,2017,오피스텔,중개거래,서울 용산구
2025,11560,영등포구,13300,대림동,1,대지,650,0,성원(650),20251230,64000,59.63,0,19,,,1995,아파트,중개거래,서울 영등포구
2025,11260,중랑구,10600,신내동,1,대지,661,0,신내11대명,20251230,43000,49.77,0,3,,,1996,아파트,중개거래,서울 중랑구
2025,11500,강서구,10200,등촌동,1,대지,630,3,우성,20251230,60000,47.38,0,14,,,1992,아파트,중개거래,서울 동작구
2025,11230,동대문구,10400,전농동,1,대지,687,0,전농동신성미소지움,20251230,108700,55.371,0,12,,,2005,아파트,중개거래,서울 동대문구
2025,11470,양천구,10200,목동,1,대지,959,0,정은스카이빌(959),20251230,67300,68.18,0,2,,,2006,아파트,중개거래,서울 양천구
2025,11500,강서구,10100,염창동,1,대지,252,2,제니스알앤씨,20251230,29000,29,16,3,,,2017,연립다세대,중개거래,"서울 강서구, 서울 금천구"
2025,11350,노원구,10600,중계동,1,대지,359,1,주공5,20251230,45000,44.52,0,1,,,1992,아파트,중개거래,서울 노원구
2025,11230,동대문구,10900,휘경동,1,대지,57,0,주공2,20251230,70000,59.79,0,15,,,2001,아파트,중개거래,서울 동대문구
2025,11200,성동구,10900,금호동1가,1,대지,1823,0,e편한세상신금호파크힐스,20251230,215000,59.949,0,8,,,2019,아파트,중개거래,서울 성동구
2025,11410,서대문구,11000,북아현동,1,대지,1013,0,e편한세상신촌1단지,20251230,180000,59.97,0,4,,,2018,아파트,중개거래,"서울 서대문구, 서울 성동구"
2025,11410,서대문구,11800,홍은동,1,대지,469,0,e편한세상홍제가든플라츠,20251230,127500,84.994,0,14,,,2023,아파트,중개거래,서울 서대문구
2025,11350,노원구,10300,공릉동,1,대지,108,0,우방아파트,20251230,60000,61.151,0,12,,,2000,아파트,중개거래,서울 노원구
2025,11560,영등포구,13200,신길동,1,대지,365,0,우성1,20251230,88000,49.64,0,3,,,1986,아파트,중개거래,"경기 부천시 원미구, 서울 영등포구"
2025,11410,서대문구,11900,북가좌동,1,대지,431,0,DMC한양,20251230,76000,65.34,0,13,,,1987,아파트,중개거래,서울 서대문구
2025,11110,종로구,13400,경운동,1,대지,89,4,운현궁 에스케이 허브,20251230,24800,23.66,32.63,8,,,2005,오피스텔,중개거래,서울 종로구
2025,11380,은평구,10100,수색동,1,대지,416,1,DMC 진흥,20251230,69700,57.503,0,11,,,2003,아파트,중개거래,서울 은평구
2025,11500,강서구,10300,화곡동,1,대지,987,7,원타워 5차 오피스텔,20251230,18300,17.04,31.1,17,,,2021,오피스텔,직거래,
2025,11170,용산구,10200,용산동2가,1,대지,5,1507,(5-1507),20251230,23000,34.23,13,-1,,,1999,연립다세대,중개거래,서울 용산구
2025,11290,성북구,13600,하월곡동,1,대지,222,0,월곡두산위브,20251230,89000,84.843,0,6,,,2003,아파트,중개거래,서울 성북구
2025,11590,동작구,10700,사당동,1,대지,161,79,위드빌7차,20251230,43200,41.69,23,2,,,2013,연립다세대,직거래,
2025,11380,은평구,11400,진관동,1,대지,64,0,은평뉴타운 힐데스하임,20251230,41000,54.41,74.57,4,,,2017,오피스텔,중개거래,서울 은평구
2025,11410,서대문구,11800,홍은동,1,대지,265,161,인산엘르빌A,20251230,12700,19.54,17,5,,,2016,연립다세대,중개거래,서울 마포구
2025,11260,중랑구,10400,묵동,1,대지,179,6,토토하우스(179-6),20251230,14900,28.49,16,2,,,2013,연립다세대,직거래,
2025,11620,관악구,10200,신림동,1,대지,1563,79,태양하이츠빌라,20251230,16000,44.4,45,2,,,1990,연립다세대,중개거래,서울 관악구
2025,11350,노원구,10300,공릉동,1,대지,81,0,태강아파트(아이파크),20251230,57000,49.6,0,15,,,1999,아파트,중개거래,서울 노원구
2025,11680,강남구,11800,도곡동,1,대지,467,0,타워팰리스,20251230,220000,75.29,107.65,17,,,2002,오피스텔,중개거래,서울 강남구
2025,11290,성북구,13900,석관동,1,대지,405,0,코오롱,20251230,76500,84.87,0,11,,,1999,아파트,중개거래,서울 동대문구
2025,11440,마포구,12200,합정동,1,대지,447,26,청정빌,20251230,59600,48.4,26,2,,,2002,연립다세대,직거래,
2025,11440,마포구,12200,합정동,1,대지,447,26,청정빌,20251230,59600,48.4,26,2,,,2002,연립다세대,직거래,
2025,11560,영등포구,10300,영등포동2가,1,대지,28,120,청람,20251230,23000,39.72,45.57,4,,,2017,오피스텔,중개거래,서울 서초구
2025,11680,강남구,10400,청담동,1,대지,38,0,청담스테이,20251230,75000,29.64,16,6,,,2018,연립다세대,직거래,
2025,11350,노원구,10400,하계동,1,대지,284,0,청구,20251230,79900,84.97,0,1,,,1988,아파트,중개거래,서울 노원구
2025,11320,도봉구,10700,창동,1,대지,316,0,창동주공2단지,20251230,47000,45.9,0,6,,,1990,아파트,중개거래,서울 도봉구
2025,11530,구로구,10300,가리봉동,1,대지,96,2,중앙하이츠빌(가동),20251230,44000,70.56,38,5,,,2003,연립다세대,중개거래,서울 구로구
2025,11230,동대문구,10600,장안동,1,대지,374,1,장안현대벤처빌,20251230,13300,32.24,41.6,14,,,2004,오피스텔,직거래,
2025,11215,광진구,10300,구의동,1,대지,680,0,e편한세상광진그랜드파크,20251230,246000,115.997,0,5,,,2021,아파트,중개거래,서울 광진구
2025,11350,노원구,10600,중계동,1,대지,512,0,중계무지개,20251230,60000,59.26,0,6,,,1991,아파트,중개거래,서울 노원구
